MO,TE,HU,WS,RR,Y
6,33.4,52,9,0,0
6,32.8,61,8,0,0
7,32.1,63,8,0,0
7,33,62,11,0,0
7,32.2,63,7,0,0
7,32.7,62,8,0,0
7,33.2,53,9,0,0
7,33.1,51,7,0,0
7,33.7,48,6,0,0
7,35.1,42,8,0,0
7,34,51,9,0,0
7,33.7,52,6,0,0
7,33.2,53,8,0,0
7,33.4,53,7,0,0
7,32.9,56,5,0,0
7,33.5,49,7,0,0
7,34,43,7,0,0
7,34.7,35,5,0,0
7,34.1,44,5,0,0
7,34.2,37,6,0,0
7,35.2,32,4,0,0
7,34.9,49,5,0,0
7,35.5,52,7,0,0
7,34.3,54,7,0,0
7,34.2,53,8,0,0
7,34.8,38,6,0,0
7,34.5,50,6,0,0
7,34.5,50,7,0,0
7,34.8,51,7,0,0
7,33.1,64,8,0,0
7,33.8,58,7,0,0
7,33.2,56,9,0,0
7,33.8,56,6,0,0
8,35.2,46,8,0,0
8,34.7,44,8,0,0
8,33.4,54,5,0,0
8,35.1,46,5,0,0
8,35.3,49,6,0,0
8,34.2,59,10,0,0
8,33.6,58,8,0,0
8,33.4,63,5,0,0
8,34.9,46,5,0,0
8,35.2,53,7,0,0
8,34.8,50,9,0,0
8,33.8,61,7,0,0
8,34.1,56,9,0,0
8,34,52,6,0,0
8,32.9,53,4,0,0
8,34.1,51,5,0,0
8,33.7,51,7,0,0
8,33.1,55,7,0,0
8,33.2,64,6,0,0
8,35.6,47,7,0,0
8,35.5,45,10,0,0
8,35.2,46,11,0,0
8,33.7,45,9,0,0
8,33.3,52,9,0,0
8,33.5,53,7,0,0
8,33.1,64,9,0,0
8,33.2,60,9,0,0
8,32.2,56,9,0,0
8,32,60,7,0,0
8,33.3,60,6,0,0
8,33,66,8,0,0
9,33.3,66,7,0,0
9,32.9,72,5,0,0
9,32.8,73,5,0,0
9,34.2,61,9,0,0
9,35.6,51,10,0,0
9,35.9,40,9,0,0
9,33.7,65,9,0,0
9,33.7,66,8,0,0
9,32.3,66,7,0,0
9,32.8,56,9,0,0
9,32.8,58,9,0,0
9,33.1,61,7,0,0
9,32.1,65,6,0,0
9,32.3,70,7,0,0
9,32.7,68,6,0,0
9,31.5,75,5,0,0
9,31.9,70,5,0,0
9,32,67,6,0,0
9,31.9,68,5,0,0
9,32.1,67,6,0,0
9,32.5,67,5,0,0
9,32,70,5,0,0
9,32.8,66,5,0,0
9,33.2,59,6,0,0
9,32.9,64,7,0,0
9,32.8,64,5,0,0
9,33.2,63,6,0,0
9,33.6,58,7,0,0
9,34,60,4,0,0
9,32.9,56,4,0,0
10,31.5,69,4,0,0
10,32.7,57,4,0,0
10,31.5,58,5,0,0
10,31.4,68,4,0,0
10,31.5,64,5,0,0
10,31.3,68,5,0,0
10,31.2,70,4,0,0
10,32.1,65,6,0,0
10,30.7,71,5,0,0
10,31,69,5,0,0
10,31.8,62,7,0,0
10,31.1,63,8,0,0
10,31.1,60,8,0,0
10,31.7,61,8,0,0
10,31.8,57,6,0,0
10,31,63,6,0,0
10,30.8,60,4,0,0
10,30.6,55,5,0,0
10,31.2,54,7,0,0
10,31.5,52,4,0,0
10,31.3,53,4,0,0
10,31.3,57,6,0,0
10,31,56,4,0,0
10,30.4,62,5,2,1
10,30.8,58,7,1,1
10,31.8,58,5,0,0
10,30.5,51,9,0,0
10,31.3,53,6,0,0
10,31.5,43,6,0,0
10,30.7,40,10,3,1
10,26.7,64,7,2.8,1
11,26.7,60,9,4.9,1
11,26.4,57,5,1,1
11,25.4,59,9,5.9,1
11,26.2,57,5,0,0
11,27.3,61,5,18,1
11,27.8,50,4,0,0
11,28.4,47,6,0,0
11,28.9,49,6,0,0
11,27.6,57,5,8,1
11,28,60,6,0,0
11,28.6,43,9,0,0
11,28.7,43,8,0,0
11,28.6,52,4,0,0
11,27.3,60,6,4,1
11,25.2,53,9,3,1
11,25,46,8,0,0
11,27.3,43,5,0,0
11,27.9,58,5,0,0
11,28.4,62,4,0,0
11,28.9,54,8,0,0
11,29.3,50,6,0,0
11,29.4,57,6,0,0
11,26.6,65,6,26,1
11,26.2,63,6,0,0
11,25.2,43,9,0,0
11,26.6,45,7,0,0
11,27.4,57,3,0,0
11,28.8,58,4,0,0
11,30,56,8,0,0
11,30.8,55,15,0,0
12,28,67,5,0,0
12,27.7,70,6,0,0
12,28.2,65,3,0,0
12,28.5,64,7,0,0
12,25.8,67,8,2,1
12,24.3,49,9,0,0
12,23.7,39,7,0,0
12,24.3,42,8,0,0
12,24.3,55,7,0,0
12,24.8,54,9,0,0
12,24.6,52,8,0,0
12,25.5,59,7,0,0
12,25.5,57,7,0,0
12,25.9,58,7,0,0
12,26.7,62,3,0,0
12,27.5,60,4,0,0
12,26.8,59,6,0,0
12,26.5,55,9,0,0
12,25.5,63,7,0,0
12,25.4,59,8,0,0
12,25,62,9,0,0
12,25.5,53,6,0,0
12,26,52,3,0,0
12,26.2,59,5,0,0
12,26,60,5,0,0
12,27.6,64,8,0,0
12,27.8,62,12,0,0
12,24.4,60,11,0,0
12,23.1,57,9,0,0
12,22.7,56,7,0,1
12,23.2,43,7,0,0
1,24.7,59,4,0,0
1,26.3,72,7,0,0
1,24.7,58,10,0,0
1,25,55,6,0,0
1,26,67,5,0,0
1,25.8,69,7,0,0
1,23.7,58,10,0,0
1,22.6,57,8,0,0
1,22.4,49,8,0,0
1,23.6,51,7,0,0
1,24.8,62,5,0,0
1,25.5,66,5,0,0
1,26.6,65,8,0,0
1,25.6,67,7,0,0
1,24.6,57,6,0,0
1,23.9,62,7,0,0
1,21.8,47,13,0,0
1,22.4,47,6,0,0
1,23.1,57,4,0,0
1,24,59,5,0,0
1,25.1,61,5,0,0
1,25.4,65,6,0,0
1,24.9,64,5,0,0
1,26.2,63,5,0,0
1,27.2,69,7,0,0
1,27.7,69,10,0,0
1,28.8,58,15,0,0
1,24.9,72,13,30,1
1,24.2,53,4,0.001,1
1,27.1,61,6,0,0
1,26.2,73,6,0.001,1
2,25.4,65,7,0,0
2,24.8,62,7,0,0
2,24.7,63,5,0,0
2,25.5,60,4,0,0
2,26.5,56,3,0,0
2,27.9,53,5,0,0
2,27.9,71,7,0,0
2,28.5,64,12,0,0
2,25.3,58,10,0,0
2,23.7,54,10,0,0
2,22.5,42,11,0,0
2,25.7,37,9,0,0
2,26.5,55,8,0,0
2,25.9,66,5,0,0
2,23.9,52,11,0,0
2,21,40,12,0,0
2,21.7,44,8,0,0
2,22,46,11,0,0
2,21.5,30,12,0,0
2,23.5,29,12,0,0
2,23.3,40,7,0,0
2,23.6,51,7,0,0
2,23.5,40,9,0,0
2,25.6,40,7,0,0
2,26.2,57,5,0,0
2,27.3,62,5,0,0
2,28.3,58,7,0,0
2,24.2,50,14,0,0
3,22,43,12,0,0
3,21.4,46,10,0,0
3,21.6,48,11,0,0
3,21.8,41,8,0,0
3,21.9,40,8,0,0
3,22.2,38,10,0,0
3,24,42,9,0,0
3,24.4,48,6,0,0
3,27.2,37,11,0,0
3,28.3,26,11,0,0
3,25.7,57,8,0,0
3,28,45,9,0,0
3,27.6,63,8,0,0
3,26.2,66,11,0,0
3,23.4,51,9,0,0
3,24.4,49,10,0,0
3,23.3,44,10,0,0
3,25.1,52,9,0,0
3,26,62,4,0,0
3,25.9,67,4,0,0
3,26,63,5,0,0
3,25.2,59,8,0,0
3,25.8,64,4,0,0
3,28.8,59,13,0,0
3,25.5,57,11,0,0
3,24.1,44,9,0,0
3,23.6,38,10,0,0
3,24.6,47,10,0,0
3,26.2,55,8,0,0
3,27.3,51,8,0,0
3,25.7,56,12,0,0
4,23,40,11,0,0
4,23.2,35,9,0,0
4,23.9,44,8,0,0
4,26.9,40,6,0,0
4,26.9,62,7,0,0
4,27.2,58,7,0,0
4,29.1,42,7,0,0
4,29.8,43,5,0,0
4,29.9,49,5,0,0
4,31.5,37,11,0,0
4,27.7,62,9,0,0
4,26.6,61,9,0,0
4,26.2,59,8,0,0
4,30.7,39,9,0,0
4,29.4,51,5,0,0
4,30.7,50,6,0,0
4,29.2,61,6,0,0
4,27.9,50,13,0,0
4,26.1,46,10,0,0
4,25.8,49,11,0,0
4,25.1,39,11,0,0
4,24.7,50,12,0,0
4,26.4,57,11,0,0
4,28.8,57,7,0,0
4,29.4,52,5,0,0
4,30.6,72,7,0,0
4,30.8,55,8,0,0
4,29.7,60,5,0,0
4,30.9,48,8,0,0
4,30.5,46,7,0,0
5,31.8,44,5,0,0
5,33.1,38,5,0,0
5,34.3,30,5,0,0
5,31.7,47,7,0,0
5,30.9,60,6,0,0
5,32.3,48,5,0,0
5,33.6,32,4,0,0
5,30.1,54,8,0,0
5,29,60,9,0,0
5,29.3,49,10,0,0
5,28.9,53,8,0,0
5,30.1,56,7,0,0
5,32.5,41,6,0,0
5,32.1,44,5,0,0
5,32.6,40,6,0,0
5,34,37,4,0,0
5,35.1,40,8,0,0
5,34,37,7,0,0
5,32,49,6,0,0
5,31.9,51,8,0,0
5,32.3,45,5,0,0
5,32.1,44,7,0,0
5,32.2,39,6,0,0
5,34,42,7,0,0
5,34.3,40,6,0,0
5,33.8,50,7,0,0
5,32.4,50,5,0,0
5,32.9,58,5,0,0
5,34,51,7,1,1
5,34.5,50,8,0,0
5,36.2,44,8,0,0
6,36,32,10,1.5,1
6,35.5,39,8,0,0
6,36.9,33,8,0,0
6,35.8,47,6,0,0
6,36.3,45,10,0,0
6,34.4,52,9,0,0
6,33.5,58,7,0,0
6,33.4,58,8,0,0
6,34,49,9,0,0
6,34.5,39,11,0,0
6,34.4,39,12,0,0
6,34.8,37,15,0,0
6,33.5,40,12,0,0
6,31.8,49,9,0,0
6,32.4,49,9,0,0
6,32.7,44,9,0,0
6,32.5,44,11,0,0
6,33.5,47,12,0,0
6,32.3,51,9,0,0
6,32.1,60,8,0,0
6,38.6,26,10,0,0
6,35.8,34,8,0,0
6,32.9,58,8,0,0
6,32.2,55,7,0,0
6,32.4,63,6,0,0
6,33.8,55,6,0,0
6,33.8,62,8,0,0
6,34.2,53,8,0,0
6,35.1,38,8,0,0
6,34,49,7,0,0
7,34.4,46,9,0,0
7,32.5,52,8,0,0
7,32.2,58,6,0,0
7,31.9,64,7,0,0
7,31.9,66,8,0,0
7,32.7,58,8,0,0
7,34.5,41,7,0,0
7,34,43,7,0,0
7,33.7,51,7,0,0
7,34.5,38,8,0,0
7,35.2,28,6,0,0
7,35.9,25,5,0,0
7,34.9,42,7,0,0
7,32.8,60,5,0,0
7,35,48,6,0,0
7,35.6,44,8,0,0
7,33.5,49,7,0,0
7,34.6,44,5,0,0
7,34.4,55,7,0,0
7,35.8,53,9,0,0
7,35.8,47,10,0,0
7,33.9,50,10,0,0
7,33.8,43,7,0,0
7,34.1,41,9,0,0
7,33.9,49,12,0,0
7,34.1,52,8,0,0
7,33.6,53,7,0,0
7,33.7,50,7,0,0
7,34.5,46,8,0,0
7,33.6,48,8,0,0
7,33.5,46,7,0,0
8,35.2,38,5,0,0
8,34.2,46,5,0,0
8,33.2,56,7,0,0
8,33.9,50,6,0,0
8,34.8,47,5,0,0
8,35.7,49,9,0,0
8,33.5,60,10,0,0
8,33.2,61,6,0,0
8,33.4,58,5,0,0
8,33.8,54,6,0,0
8,34,57,9,0,0
8,33.8,58,8,0,0
8,34.5,54,7,0,0
8,34.5,55,8,0,0
8,34.6,56,8,0,0
8,34.6,51,11,0,0
8,35.5,48,11,0,0
8,34.1,57,7,0,0
8,34.7,52,10,0,0
8,33.7,50,10,0,0
8,34,48,10,0,0
8,33.1,58,9,0,0
8,33.4,63,7,0,0
8,34.9,43,7,0,0
8,34.4,49,7,0,0
8,33.2,58,8,0,0
8,33.4,61,7,0,0
8,33.7,57,9,0,0
8,32.8,55,9,0,0
8,32.6,63,7,0,0
8,32.2,69,7,0,0
9,32.2,68,7,0,0
9,32.5,62,8,0,0
9,32.5,66,8,0,0
9,32.3,66,6,0,0
9,33.2,61,8,0,0
9,33,57,10,0,0
9,33.9,50,12,0,0
9,32.6,57,9,0,0
9,32.2,55,7,0,0
9,32.7,55,7,0,0
9,33.6,49,8,0,0
9,31.6,59,9,0,0
9,31,70,7,0,0
9,31.4,69,6,0,0
9,31.8,66,9,0,0
9,31.8,60,9,0,0
9,32.1,64,7,0,0
9,31.3,71,6,0,0
9,31.8,73,7,0,0
9,33.5,56,6,0,0
9,32.2,69,4,0,0
9,31.2,72,4,0,0
9,31,75,6,0,0
9,31.9,71,4,0,0
9,32.1,68,6,0,0
9,32.5,69,7,0,0
9,32.4,68,6,0,0
9,32.5,68,6,0,0
9,32.6,63,5,0,0
9,33.1,62,7,0,0
10,32.4,62,7,1.5,1
10,32.4,59,7,0,0
10,32.2,69,8,0,0
10,32.9,62,6,0,0
10,31.6,70,5,0,0
10,32.1,66,3,0,0
10,33.1,53,9,0,0
10,34,37,12,1.3,1
10,32.9,54,8,0,0
10,32.1,66,5,0,0
10,31.5,69,4,0,0
10,31.8,68,5,0,0
10,33,51,8,0,0
10,31.9,58,6,0,0
10,31.7,68,6,0,0
10,31.9,63,4,0,0
10,32.1,53,5,0,0
10,31.7,65,4,0,0
10,31.8,64,6,0,0
10,30.9,69,6,0,0
10,30.4,71,4,0,0
10,30.7,65,5,0,0
10,31,63,6,0,0
10,31.1,57,6,0,0
10,31.3,55,6,0,0
10,31,48,7,0,0
10,30.2,41,9,0,0
10,29.7,51,8,0,0
10,29.8,46,2,0,0
10,29.1,57,9,0,0
10,29.1,61,7,0,0
11,28.9,60,6,0,0
11,29.1,60,7,0,0
11,29.3,60,7,0,0
11,29.4,58,7,0,0
11,29.4,59,5,0,0
11,29,61,4,0,0
11,30,57,5,0,0
11,29.9,60,4,0,0
11,30.2,57,5,0,0
11,30.4,48,4,0,0
11,30.4,51,4,0,0
11,29.9,57,5,0,0
11,30.1,60,6,0,0
11,30.4,55,5,0,0
11,29.3,64,5,0,0
11,28.6,60,5,0,0
11,28,61,5,0,0
11,28.9,52,5,0,0
11,28.9,46,6,0,0
11,28.7,48,8,0,0
11,29.3,35,12,0,0
11,28.6,43,6,0,0
11,27.9,50,7,0,0
11,27.2,57,6,0,0
11,26.5,57,5,0,0
11,27.6,51,5,0,0
11,28.5,54,4,0,0
11,28.8,56,7,0,0
11,28.5,59,8,0,0
11,28.1,64,5,0,0
12,28.3,63,4,0,0
12,26.5,65,7,0.6,1
12,26.6,51,7,0,0
12,26.8,59,8,0,0
12,27.3,56,8,0,0
12,27.2,61,8,0,0
12,26.4,51,7,0,0
12,24.3,54,8,0,0
12,24.7,53,7,0,0
12,25.2,58,6,0,0
12,27,59,6,0,0
12,27.6,65,5,0,0
12,26.7,56,9,0,0
12,25.6,54,8,0,0
12,25.1,53,9,0,0
12,23.7,46,9,0,0
12,24.2,35,9,0,0
12,26.4,24,18,0,0
12,27.9,25,17,0,0
12,28.1,32,12,0,0
12,27.8,39,8,0,0
12,27,50,4,0,0
12,26.2,60,5,0,0
12,25.5,59,5,0,0
12,24.9,49,7,0,0
12,22.9,50,10,0,0
12,22.1,49,11,0,0
12,22.4,53,9,0,0
12,22.4,55,6,0,0
12,23.4,60,6,0,0
12,23.4,57,7,0,0
1,23.4,56,6,0,0
1,24.2,57,5,0,0
1,24.9,56,9,0,0
1,23.4,53,12,0,0
1,21.4,47,9,0,0
1,21.1,44,7,0,0
1,21.2,53,6,0,0
1,21.9,50,9,0,0
1,19.9,51,8,0,0
1,19.2,46,8,0,0
1,19.8,40,9,0,0
1,20.7,26,13,0,0
1,21,30,8,0,0
1,21.6,44,6,0,0
1,25.2,31,9,0,0
1,24.9,49,5,0,0
1,26.7,67,10,0,0
1,23.8,59,10,0,0
1,22.2,52,9,0,0
1,22,51,10,0,0
1,21.6,57,11,0,0
1,20.3,49,10,0,0
1,19.9,37,10,0,0
1,20,33,10,0,0
1,20.2,43,11,0,0
1,21.8,27,13,0,0
1,23.4,22,6,0,0
1,23.6,35,4,0,0
1,23.9,51,7,0,0
1,23.9,50,7,0,0
1,23.6,59,5,0,0
2,22.5,58,8,0,0
2,22.6,55,8,0,0
2,23.9,62,4,0,0
2,24.3,61,7,0,0
2,23.8,52,7,0,0
2,24.3,52,5,0,0
2,24.6,52,6,0,0
2,23.4,48,11,0,0
2,21.7,50,12,0,0
2,20.9,55,13,0,0
2,21.5,44,11,0,0
2,23,36,11,0,0
2,24.4,42,4,0,0
2,25.6,49,5,0,0
2,26.1,55,5,0,0
2,26.6,68,8,0,0
2,25.5,71,7,0,0
2,24.9,66,5,0,0
2,23.6,58,8,0,0
2,21.6,33,12,0,0
2,22.1,48,6,0,0
2,23.5,52,7,0,0
2,24,50,7,0,0
2,24.3,59,7,0,0
2,21.5,53,14,1,1
2,20.7,42,10,0,0
2,24.3,51,7,0,0
2,24.9,63,5,0,0
3,24.6,63,6,0,0
3,24,52,10,0,0
3,24.2,59,10,0,0
3,25.7,55,6,0,0
3,25.8,66,6,0,0
3,26.1,65,2,0,0
3,25.6,68,6,0,0
3,24.9,60,11,0,0
3,24.6,55,10,0,0
3,28,38,8,0,0
3,26,61,4,0,0
3,27.6,50,4,0,0
3,30.3,45,14,0,0
3,24.7,70,11,6.2,1
3,23.2,53,8,0,0
3,22.9,54,8,0,0
3,24.1,65,7,0,0
3,25,70,6,0,0
3,24.8,55,10,0,0
3,23.6,51,11,0,0
3,23.4,52,9,0,0
3,23.7,54,8,0,0
3,22.8,39,10,0,0
3,22.7,47,8,0,0
3,24.6,48,5,0,0
3,27,35,6,0,0
3,25.9,55,4,0,0
3,29.2,47,14,0,0
3,26.6,63,10,0,0
3,25,60,9,0,0
3,25.2,55,7,0,0
4,26.3,55,7,0,0
4,28.5,52,6,0,0
4,27.9,52,9,0,0
4,26.5,54,9,0,0
4,27.5,56,7,0,0
4,29.1,51,5,0,0
4,30.5,45,4,0,0
4,30.5,49,5,0,0
4,29,61,7,0,0
4,27.8,63,8,0,0
4,26.6,48,13,0,0
4,25.4,41,10,0,0
4,25.1,52,12,0,0
4,24.8,54,10,0,0
4,24.9,51,9,0,0
4,24.5,45,9,0,0
4,25.7,58,9,0,0
4,26.8,54,4,0,0
4,27.3,52,8,0,0
4,27.7,57,6,0,0
4,28.3,53,6,0,0
4,27.3,57,4,0,0
4,27.2,67,6,0,0
4,29.1,56,4,0,0
4,30,38,5,0,0
4,31,39,7,0,0
4,29.1,52,12,0,0
4,27.7,50,9,0,0
4,30.3,46,9,0,0
4,29.4,66,11,0,0
5,28.2,57,9,0,0
5,28.4,45,10,0,0
5,26.8,59,8,0,0
5,27.7,57,4,0,0
5,29.3,41,6,0,0
5,30.3,31,7,0,0
5,29.1,52,8,0,0
5,28.4,51,8,0,0
5,29.9,59,6,0,0
5,30.7,60,7,0,0
5,30.3,58,10,0,0
5,30.7,52,10,0,0
5,30.6,59,8,0,0
5,31.9,55,6,0,0
5,32.4,47,7,0,0
5,35.9,34,8,0,0
5,34.9,31,9,0,0
5,34.7,35,5,0,0
5,36,27,7,0,0
5,33.9,33,5,0,0
5,33.8,37,5,0,0
5,32.7,50,6,0,0
5,33.8,42,5,0,0
5,33.4,43,10,0,0
5,31.7,58,9,0,0
5,29.7,55,14,0,0
5,30,61,10,0,0
5,30.9,58,8,0,0
5,30.3,62,6,0,0
5,29.9,63,9,0,0
5,29.8,57,13,0,0
6,30.1,54,10,0,0
6,30.1,52,11,0,0
6,30.3,53,9,0,0
6,32.6,40,11,0,0
6,30.9,52,7,0,0
6,31.6,58,10,0,0
6,30,72,6,0,0
6,32.6,56,7,0,0
6,33.3,48,7,0,0
6,34.6,35,7,0,0
6,34,50,6,0,0
6,32,53,9,0,0
6,30.5,67,9,0,0
6,30.8,65,8,0,0
6,32.2,53,4,0,0
6,33.6,44,6,0,0
6,32.2,59,9,0,0
6,32.3,49,9,0,0
6,32.1,53,9,0,0
6,32,52,9,0,0
6,30,60,8,0,0
6,29.6,64,8,0,0
6,31.4,62,7,0,0
6,35.1,33,10,0,0
6,36,38,11,0,0
6,33.2,49,11,0,0
6,32.5,52,9,0,0
6,32.4,53,9,0,0
6,33.6,49,8,0,0
6,33.6,44,8,0,0
7,33.5,40,10,0,0
7,33.7,39,11,0,0
7,32.9,38,9,0,0
7,34.1,36,8,0,0
7,33.1,47,9,0,0
7,33.6,41,9,0,0
7,33.6,40,7,0,0
7,33.8,43,7,0,0
7,34,31,8,0,0
7,34.1,34,9,0,0
7,33.7,45,8,0,0
7,33.6,48,9,0,0
7,31.3,61,7,0,0
7,32.2,54,6,0,0
7,34.7,37,7,0,0
7,35.4,34,9,0,0
7,33.7,47,7,0,0
7,33.4,56,8,0,0
7,34,49,9,0,0
7,33,53,11,0,0
7,32.5,58,5,0,0
7,33.3,59,7,0,0
7,33.4,59,9,0,0
7,32.6,67,6,0,0
7,32.8,63,6,0,0
7,34.4,49,6,0,0
7,34,55,6,0,0
7,33.8,61,9,0,0
7,33.5,60,10,2,1
7,33.6,54,10,0,0
7,34.4,54,12,0,0
8,35.5,49,10,0,0
8,33.9,59,15,0,0
8,34,57,13,0,0
8,35.6,47,8,0,0
8,33.9,59,8,0,0
8,33.4,60,7,0,0
8,34,58,8,0,0
8,33.8,59,7,0,0
8,33.7,56,5,0,0
8,33.3,58,5,0,0
8,33.3,58,6,0,0
8,33.8,59,8,0,0
8,35.3,43,9,0,0
8,34.4,51,7,0,0
8,34.7,44,7,0,0
8,33.8,48,6,0,0
8,35.7,38,5,0,0
8,35.3,44,7,0,0
8,34.5,53,7,0,0
8,34,60,7,0,0
8,34.1,56,7,0,0
8,34.5,57,8,0,0
8,34.2,51,7,0,0
8,34.4,56,7,0,0
8,35.1,42,7,0,0
8,34.8,46,7,0,0
8,34.5,45,8,0,0
8,33.9,45,6,0,0
8,33.9,47,7,0,0
8,33.6,45,8,0,0
8,33.4,48,8,0,0
9,33.3,49,7,0,0
9,34.2,54,6,0,0
9,35.1,47,8,0,0
9,35.1,53,6,0.001,1
9,34.7,58,5,0,0
9,34.1,59,4,0,0
9,33.1,69,4,0,0
9,33.1,64,4,0,0
9,33.3,62,6,0,0
9,33.4,61,3,0,0
9,35.5,51,9,0,0
9,35.3,45,7,0,0
9,34.9,59,9,0,0
9,34.8,61,8,0,0
9,33.5,67,5,0,0
9,32.8,69,4,0,0
9,33.7,54,5,0,0
9,34.4,55,6,0,0
9,34.2,53,6,0,0
9,33.9,56,5,0,0
9,33.4,56,5,0,0
9,33.4,53,5,0,0
9,33.2,56,7,0,0
9,35.2,44,7,0,0
9,33.9,61,9,0,0
9,33.4,62,4,0,0
9,32.5,66,6,0,0
9,33.2,66,6,0,0
9,33.4,65,5,0,0
9,33.2,62,5,0,0
10,33.1,63,4,0,0
10,32.5,51,5,3.8,1
10,32.4,51,6,0,0
10,32.1,67,5,0,0
10,32,64,5,0,0
10,31.3,68,5,0,0
10,31.8,67,6,0,0
10,32.1,71,5,0,0
10,32.3,67,4,0,0
10,32,56,3,0,0
10,33,53,5,0,0
10,34.6,38,6,0,0
10,33.5,34,7,0,0
10,34.9,29,8,0,0
10,34.1,32,9,0,0
10,32.8,40,7,0,0
10,32.6,50,5,0,0
10,32.3,41,4,0,0
10,32.4,46,4,0,0
10,32.5,42,6,0,0
10,33.8,25,8,0,0
10,32.6,28,4,0,0
10,32,37,6,0,0
10,34.8,21,10,0,0
10,33.4,37,6,0,0
10,30.7,66,4,0,0
10,30.2,67,4,0,0
10,30.5,61,4,0,0
10,31.2,46,4,0,0
10,30.8,54,5,0,0
10,30.9,56,4,0,0
11,31.2,57,4,0,0
11,30.8,59,3,0,0
11,30.9,58,5,0,0
11,30.5,61,6,0,0
11,30.2,61,6,0,0
11,30.3,51,8,0,1
11,29.7,48,7,0,0
11,29.4,44,5,0.2,1
11,30.1,53,3,0,0
11,30.7,61,5,0,0
11,30.4,56,6,0,0
11,29.5,60,8,0,0
11,29.2,53,9,0,0
11,28.6,52,9,0,0
11,29.1,54,7,0,0
11,28.7,63,6,0,0
11,28.6,49,8,0,0
11,28.2,49,8,0,0
11,28.5,53,7,0,0
11,29.3,59,3,0,0
11,30.7,61,10,0,0
11,26.8,68,10,16,1
11,26.3,61,9,0,0
11,27.3,65,5,0,0
11,27.8,64,4,0,0
11,28.2,69,3,0,0
11,27,72,4,2.8,1
11,26.9,56,7,0,0
11,26.8,47,10,0,0
11,25.9,46,9,0,0
12,26.4,49,8,0,0
12,25.2,53,5,0,0
12,25.8,50,7,0,0
12,27.1,46,9,0,0
12,27.2,51,6,0,0
12,26.2,58,8,0,0
12,25.3,39,8,0,0
12,25,38,9,0,0
12,27.2,29,9,0,0
12,26.8,44,4,0,0
12,26.9,62,5,0,0
12,25.5,43,7,0,0
12,25.7,47,4,0,0
12,27.4,38,5,0,0
12,27,56,7,0,0
12,28.4,64,6,0,0
12,26,63,8,0,0
12,25,51,9,0,0
12,24.6,48,7,0,0
12,24.6,50,5,0,0
12,25.9,53,5,0,0
12,26.8,58,4,0,0
12,27.3,62,5,0,0
12,27.1,66,6,0,0
12,26.2,65,7,0,0
12,27,57,5,0,0
12,28.3,58,6,0,0
12,28.7,61,9,0,0
12,27.9,60,5,0,0
12,27.9,62,3,0,0
12,27.7,62,4,0,0
1,27.3,64,4,8,1
1,26.5,71,4,0,0
1,26.6,66,5,0,0
1,26.6,67,6,0,0
1,26.3,69,5,0,0
1,26.2,68,6,0,0
1,26.1,70,7,0,0
1,26.3,69,7,0,0
1,27.5,52,5,0,0
1,27.1,52,4,0,0
1,26.5,51,4,0,0
1,26.9,35,7,0,0
1,26.9,28,6,0,0
1,26.7,39,5,0,0
1,27.3,62,8,0,0
1,24,68,8,13.4,1
1,23.5,64,6,0,0
1,23.7,62,8,0,0
1,23.1,47,12,0,0
1,23.1,49,9,0,0
1,23.1,53,9,0,0
1,26.1,32,11,0,0
1,26.8,23,11,0,0
1,27.4,31,5,0,0
1,26.1,47,5,0,0
1,25.9,58,6,0,0
1,25.8,65,6,0,0
1,26.7,65,4,0,0
1,27.4,64,6,0,0
1,24.3,68,7,10.2,1
1,22,48,11,0,0
2,23.8,50,8,0,0
2,25.8,58,4,0,0
2,27.3,64,5,0,0
2,27,67,6,0,0
2,27.6,56,8,0,0
2,22.6,62,9,4,1
2,21.6,60,5,3,1
2,23.5,42,8,0,0
2,28,19,12,0,0
2,27.8,33,7,0,0
2,26.9,51,4,0,0
2,25.8,62,4,0,0
2,26.2,60,3,0,0
2,26.3,65,5,0,0
2,26.7,66,7,0,0
2,26.7,64,4,0,0
2,28.1,52,7,0,0
2,24.5,58,15,0,0
2,21.1,41,16,0,0
2,22,47,12,0,0
2,22.9,49,9,0,0
2,22.7,48,8,0,0
2,24.2,49,7,0,0
2,24.9,54,8,0,0
2,23,46,12,0,0
2,23.1,36,9,0,0
2,24.8,40,8,0,0
2,25.2,55,6,0,0
2,24.1,56,8,0,0
3,23.4,38,9,0,0
3,24.6,43,9,0,0
3,25.1,57,9,0,0
3,24.2,54,11,0,0
3,24,51,9,0,0
3,27.2,44,7,0,0
3,26.6,56,4,0,0
3,28.1,48,5,0,0
3,27.2,55,4,0,0
3,28.2,49,4,0,0
3,29.2,44,4,0,0
3,29.2,38,5,0,0
3,27.2,59,9,0,0
3,27.1,64,5,0,0
3,28.7,56,6,0,0
3,29.1,57,6,0,0
3,28.9,54,4,0,0
3,27.4,65,7,0,0
3,27,66,9,0,0
3,27.3,62,7,0,0
3,28,61,6,0,0
3,29.8,49,4,0,0
3,32.9,20,8,0,0
3,33.4,23,14,0,0
3,28.2,54,10,0,0
3,26.6,59,11,0,0
3,25.8,58,12,0,0
3,26.2,65,11,0,0
3,27.2,62,9,0,0
3,27,67,7,0,0
3,26.6,63,8,0,0
4,27.1,50,11,0,0
4,26.6,45,13,0,0
4,25.9,50,13,0,0
4,26.5,58,11,0,0
